Name,Team,Position,Year,Level,Age,FV,IDfg,Hit,Game,Raw,Spd,FB,SL,CMD,CB,CH,2022_Composite,2022_Rank,2022_Value,2023_Composite,2023_Rank,2023_Value,2024_Composite,2024_Rank,2024_Value,2025_Composite,2025_Rank,2025_Value,has_mlb
Will Warren,NYY,SP,2025,MLB,25.8,50,nan,,,,,50/50,60/60,40/45,,55/60,,,,,,,,,,214.3333333333333,255.0,23237500.0,False
Richard Fitts,BOS,SP,2025,MLB,25.3,50,nan,,,,,60/60,55/55,60/60,50/50,40/45,,,,,,,,,,267.0,489.0,16802500.0,False
Jonah Tong,NYM,SP,2025,AA,21.8,50,nan,,,,,55/55,40/45,30/45,55/55,40/50,,,,,,,,,,117.4,132.0,26620000.0,False
Jurrangelo Cijntje,SEA,SP,2025,A+,21.8,50,nan,,,,,55/55,50/60,30/45,,45/60,,,,,,,,,,146.75,169.0,25602500.0,False
Kumar Rocker,TEX,SP,2025,MLB,25.4,50,nan,,,,,55/55,80/80,40/50,40/40,40/45,,,,,,,,,,37.833333333333336,39.0,41140000.0,False
Caden Dana,LAA,SP,2025,AAA,21.3,50,nan,,,,,50/55,60/60,40/45,45/50,45/55,,,,,,,,,,75.25,88.0,30360000.000000004,False
Jack Leiter,TEX,SP,2025,MLB,24.9,50,nan,,,,,70/70,50/55,30/40,40/40,40/45,,,,,,,,,,115.8,140.0,26400000.0,False
Didier Fuentes,ATL,SP,2025,AAA,19.8,50,nan,,,,,70/70,40/50,35/60,,30/40,,,,,,,,,,273.0,293.0,22192500.0,False
Grant Taylor,CHW,SP,2025,MLB,22.9,50,nan,,,,,60/60,50/60,30/45,50/55,45/60,,,,,,,,,,135.5,136.0,26510000.0,False
Brody Hopkins,TBR,SP,2025,AA,23.2,50,nan,,,,,60/60,55/60,30/45,,40/50,,,,,,,,,,126.375,121.0,26922500.0,False
Noah Cameron,KCR,SP,2025,MLB,25.7,50,nan,,,,,45/45,,55/60,50/55,60/60,,,,,,,,,,279.5,278.0,22605000.0,False
Braxton Ashcraft,PIT,SP,2025,MLB,25.5,50,nan,,,,,50/50,70/70,50/55,55/55,40/45,,,,,,,,,,116.0,119.0,26977500.0,False
Gunnar Hoglund,ATH,SP,2025,MLB,25.3,50,nan,,,,,55/55,55/55,55/60,,45/50,,,,,,,,,,483.0,549.0,16500000.0,False
Logan Henderson,MIL,SP,2025,AAA,23.1,50,nan,,,,,55/55,,50/50,45/50,70/70,,,,,,,,,,142.0,162.0,25795000.0,False
Nolan McLean,NYM,SP,2025,AAA,23.7,50,nan,,,,,50/50,50/55,45/55,55/60,45/50,,,,,,,,,,220.3333333333333,261.0,23072500.0,False
Troy Melton,DET,SP,2025,MLB,24.3,50,nan,,,,,60/60,50/50,45/50,,55/60,,,,,,,,,,320.6666666666667,381.0,19772500.0,False
George Klassen,LAA,SP,2025,AA,23.2,50,nan,,,,,60/70,,30/40,60/60,,,,,,,,,,,115.0,130.0,26675000.0,False
Carson Whisenhunt,SFG,SP,2025,AAA,24.4,50,nan,,,,,45/45,50/50,40/45,,80/80,,,,,,,,,,162.4,156.0,25960000.0,False
Tink Hence,STL,SP,2025,AA,22.7,50,nan,,,,,45/45,50/55,45/55,,60/70,,,,,,,,,,58.46153846153846,46.0,39600000.0,False
Payton Tolle,BOS,SP,2025,AA,22.4,50,nan,,,,,70/70,45/50,45/60,,40/45,,,,,,,,,,380.0,358.0,20405000.0,False
Luis Morales,ATH,SP,2025,AAA,22.5,50,nan,,,,,60/70,,30/45,55/60,35/55,,,,,,,,,,115.83333333333331,146.0,26235000.0,False
Yilber Díaz,ARI,SP,2025,AAA,24.6,50,nan,,,,,60/65,55/60,30/40,55/60,,,,,,,,,,,126.25,165.0,25712500.0,False
Chayce McDermott,BAL,SP,2025,AAA,26.6,50,nan,,,,,55/60,50/55,30/40,55/55,50/60,,,,,,,,,,189.0,225.0,24062500.0,False
Yoniel Curet,TBR,SP,2025,AA,22.4,50,nan,,,,,60/60,50/55,30/45,,45/60,,,,,,,,,,161.0,173.0,25492500.0,False
Edgardo Henriquez,LAD,SIRP,2025,MLB,22.8,50,nan,,,,,70/80,60/70,30/40,,,,,,,,,,,,190.5,434.0,18315000.0,False
Ricky Tiedemann,TOR,SP,2025,AAA,22.6,50,nan,,,,,60/60,60/60,40/50,,45/50,,,,,,,,,,86.25,117.0,27032500.0,False
River Ryan,LAD,SP,2025,MLB,26.6,50,nan,,,,,60/60,55/60,40/45,55/60,40/50,,,,,,,,,,129.5,138.0,26455000.0,False
Alejandro Rosario,TEX,SP,2025,AA,23.2,50,nan,,,,,55/60,55/60,40/50,,,,,,,,,,,,67.84615384615384,61.0,36300000.0,False
Jake Bloss,TOR,SP,2025,AAA,23.8,50,nan,,,,,60/60,60/60,40/50,55/55,40/50,,,,,,,,,,194.0,229.0,23952500.0,False
Moisés Chace,PHI,SP,2025,AA,21.8,50,nan,,,,,70/80,45/55,30/45,,30/45,,,,,,,,,,93.57142857142856,105.0,27362500.0,False
Brody Brecht,COL,SP,2025,A,22.5,45+,nan,,,,,50/60,70/80,20/40,,,,,,,,,,,,287.6666666666667,283.0,16339999.999999998,False
Connor Prielipp,MIN,SP,2025,AA,24.2,50,nan,,,,,60/55,70/70,45/50,,45/55,,,,,,,,,,292.3333333333333,288.0,22330000.0,False
Cam Caminiti,ATL,SP,2025,A,18.6,45+,nan,,,,,45/55,45/60,20/45,55/60,30/50,,,,,,,,,,119.0,123.0,19540000.0,False
Hunter Barco,PIT,SP,2025,AAA,24.3,45+,nan,,,,,45/50,50/55,45/50,,,,,,,,,,,,261.0,265.0,16700000.0,False
Humberto Cruz,SDP,SP,2025,A,18.3,45,nan,,,,,30/45,40/50,25/55,,40/60,,,,,,,,,,518.0,574.0,12000000.0,False
Jean Cabrera,PHI,SP,2025,AA,23.4,45,nan,,,,,50/50,40/45,45/55,,55/60,,,,,,,,,,475.0,542.0,12000000.0,False
Trey Yesavage,TOR,SP,2025,AA,21.7,45+,nan,,,,,55/55,55/60,35/50,50/50,,,,,,,,,,,94.8,112.0,19760000.0,False
Owen Murphy,ATL,SP,2025,CPX,21.5,45+,nan,,,,,45/55,45/55,35/55,55/60,,,,,,,,,,,153.0,158.0,18840000.0,False
Noble Meyer,MIA,SP,2025,A+,20.2,45+,nan,,,,,45/60,50/60,20/40,,50/60,,,,,,,,,,102.8,90.0,21760000.0,False
Kash Mayfield,SDP,SP,2025,A,20.1,45,nan,,,,,40/50,40/45,30/45,,55/70,,,,,,,,,,234.0,246.0,17080000.0,False
Sam Aldegheri,LAA,SP,2025,AA,23.6,45,nan,,,,,40/45,55/55,45/50,50/50,50/60,,,,,,,,,,258.0,263.0,16740000.0,False
Charlee Soto,MIN,SP,2025,A+,19.6,45+,nan,,,,,60/60,45/50,30/45,,45/55,,,,,,,,,,161.0,166.0,18680000.0,False
Adam Serwinowski,CIN,SP,2025,A+,20.8,45+,nan,,,,,55/60,55/60,30/45,,30/40,,,,,,,,,,515.0,571.0,12000000.0,False
Kohl Drake,TEX,SP,2025,AAA,24.7,45+,nan,,,,,60/60,45/50,50/60,50/55,40/45,,,,,,,,,,301.5,298.0,16040000.0,False
Kendry Rojas,TOR,SP,2025,AA,22.3,45,nan,,,,,55/60,45/55,30/50,,45/50,,,,,,,,,,288.0,287.0,16259999.999999998,False
Ben Kudrna,KCR,SP,2025,AA,22.2,45,nan,,,,,40/45,50/55,40/50,,45/55,,,,,,,,,,257.0,447.0,13060000.0,False
Elmer Rodriguez-Cruz,NYY,SP,2025,AA,21.6,45,nan,,,,,50/55,50/55,35/45,45/50,40/50,,,,,,,,,,340.0,462.0,12759999.999999998,False
Brandon Young,BAL,SP,2025,A+,26.6,45,nan,,,,,55/55,,55/60,60/60,50/55,,,,,,,,,,366.0,474.0,12520000.0,False
Carson Palmquist,COL,SP,2025,AAA,24.5,45,nan,,,,,40/40,50/55,45/50,40/40,40/55,,,,,,,,,,370.0,475.0,12500000.0,False
Thomas Harrington,PIT,SP,2025,AAA,23.7,45,nan,,,,,45/45,40/45,55/60,50/50,55/60,,,,,,,,,,104.85714285714286,110.0,19800000.0,False
Joe Whitman,SFG,SP,2025,AA,23.5,40+,nan,,,,,45/50,50/50,40/50,,40/55,,,,,,,,,,455.0,532.0,4500000.0,False
Dasan Hill,MIN,SP,2025,A,19.3,45+,nan,,,,,50/60,50/60,20/45,45/50,45/60,,,,,,,,,,420.5,391.0,14180000.0,False
Blade Tidwell,NYM,SP,2025,AAA,23.8,45+,nan,,,,,60/60,55/60,40/45,,40/50,,,,,,,,,,279.5,278.0,16439999.999999998,False
Braylon Doughty,CLE,SP,2025,A,19.3,45+,nan,,,,,45/50,45/60,25/60,60/70,40/50,,,,,,,,,,277.5,277.0,16460000.0,False
Shane Smith,CHW,SP,2025,MLB,25.0,45,nan,,,,,55/55,45/45,45/45,55/55,60/60,,,,,,,,,,552.0,608.0,12000000.0,False
Mason Barnett,ATH,SP,2025,AAA,24.4,45,nan,,,,,55/55,55/60,40/45,45/50,45/50,,,,,,,,,,249.0,258.0,16840000.0,False
Hurston Waldrep,ATL,SP,2025,AAA,23.1,45,nan,,,,,45/45,50/55,40/45,,,,,,,,,,,,112.2,137.0,19260000.0,False
Gabriel Hughes,COL,SP,2025,CPX,23.6,45,nan,,,,,45/45,50/50,40/50,30/40,45/55,,,,,,,,,,585.0,640.0,12000000.0,False
Ryan Forcucci,HOU,SP,2025,,22.3,40+,nan,,,,,45/55,50/60,30/50,45/50,,,,,,,,,,,384.0,361.0,5542500.0,False
Bishop Letson,MIL,SP,2025,A+,20.5,45+,nan,,,,,45/60,50/60,30/50,,40/55,,,,,,,,,,578.0,634.0,12000000.0,False
Ryan Sloan,SEA,SP,2025,A,19.2,45+,nan,,,,,50/55,55/60,25/55,,,,,,,,,,,,172.0,195.0,18100000.0,False
Chen-Wei Lin,STL,SP,2025,A+,23.4,45+,nan,,,,,60/70,40/45,30/45,,45/60,,,,,,,,,,284.0,499.0,12020000.0,False
Gary Gill Hill,TBR,SP,2025,A+,20.5,45+,nan,,,,,45/50,50/60,35/60,,45/55,,,,,,,,,,142.33333333333334,164.0,18720000.0,False
Cade Cavalli,WSN,SP,2025,AAA,26.6,45,nan,,,,,50/50,,56/50,55/55,55/55,,,,,,,,,,160.66666666666666,178.0,18440000.0,False
Brandon Birdsell,CHC,SP,2025,AAA,25.0,45,nan,,,,,45/45,60/60,60/70,50/50,30/40,,,,,,,,,,377.0,354.0,14920000.0,False
Andrew Morris,MIN,SP,2025,AAA,23.6,45,nan,,,,,60/60,50/55,45/50,50/50,40/45,,,,,,,,,,166.0,419.0,13620000.000000002,False
Cristian Mena,ARI,SP,2025,MLB,22.3,45,nan,,,,,40/45,45/55,45/60,55/60,40/55,,,,,,,,,,341.0,463.0,12740000.0,False
Chase Hampton,NYY,SP,2025,AA,23.7,45,nan,,,,,45/45,55/60,40/45,55/60,,,,,,,,,,,274.0,274.0,16520000.0,False
Felix Arronde,KCR,SP,2025,A+,21.9,40+,nan,,,,,45/50,40/45,35/50,,60/70,,,,,,,,,,523.0,578.0,4500000.0,False
Connelly Early,BOS,MIRP,2025,AA,23.0,45+,nan,,,,,50/50,60/60,35/45,,55/60,,,,,,,,,,487.0,666.0,12000000.0,False
Robert Gasser,MIL,SP,2025,A+,25.8,45,nan,,,,,40/40,55/60,55/60,,30/40,,,,,,,,,,196.3333333333333,232.0,17360000.0,False
C.J. Culpepper,MIN,SP,2025,AA,23.4,45,nan,,,,,45/45,55/60,50/60,45/45,40/40,,,,,,,,,,338.0,460.0,12800000.0,False
Michael McGreevy,STL,SP,2025,MLB,24.7,45,nan,,,,,40/40,50/50,60/70,45/45,40/50,,,,,,,,,,311.5,305.0,15900000.0,False
Drue Hackenberg,ATL,SP,2025,AA,23.0,45,nan,,,,,45/45,55/60,40/45,50/55,30/40,,,,,,,,,,294.0,290.0,16200000.000000002,False
Keyner Benitez,MIA,SP,2025,A,18.9,45,nan,,,,,45/50,45/50,20/45,55/60,55/70,,,,,,,,,,391.0,487.0,12260000.0,False
Winston Santos,TEX,SP,2025,AA,23.0,45,nan,,,,,60/60,50/50,50/60,,40/45,,,,,,,,,,165.25,169.0,18620000.0,False
Braden Nett,SDP,MIRP,2025,AA,22.8,40+,nan,,,,,60/65,50/50,35/40,50/55,30/40,,,,,,,,,,418.0,503.0,4500000.0,False
Bryce Cunningham,NYY,SP,2025,A+,22.3,40+,nan,,,,,45/50,30/45,30/50,,55/60,,,,,,,,,,401.5,379.0,5407500.0,False
Jaden Hamm,DET,SP,2025,A,22.6,45,nan,,,,,45/50,45/50,35/55,60/60,40/45,,,,,,,,,,136.66666666666666,163.0,18740000.0,False
Logan Evans,SEA,SP,2025,MLB,23.8,45,nan,,,,,45/45,60/60,50/55,55/55,40/45,,,,,,,,,,214.0,208.0,17840000.0,False
Mitch Bratt,TEX,SP,2025,AA,21.7,45,nan,,,,,45/45,45/50,55/70,45/45,45/50,,,,,,,,,,416.0,500.0,12000000.0,False
Chris Cortez,LAA,SIRP,2025,A+,22.5,40+,nan,,,,,65/65,60/60,40/40,,,,,,,,,,,,365.0,473.0,4702500.0,False
Ben Hess,NYY,SP,2025,A+,22.6,40+,nan,,,,,50/50,45/55,30/45,60/60,30/45,,,,,,,,,,232.0,241.0,6442500.0,False
Owen Hall,DET,SP,2025,A,19.4,45,nan,,,,,45/60,45/60,20/45,45/55,30/55,,,,,,,,,,398.5,377.0,14460000.0,False
Josh Knoth,MIL,SP,2025,A,19.6,45,nan,,,,,55/60,20/55,20/50,60/60,40/55,,,,,,,,,,376.0,352.0,14960000.0,False
Sean Burke,CHW,MIRP,2025,MLB,25.3,45,nan,,,,,50/50,50/55,40/40,60/60,40/45,,,,,,,,,,234.5,247.0,17060000.0,False
Tekoah Roby,STL,MIRP,2025,AAA,23.5,45,nan,,,,,45/50,55/55,40/40,70/70,40/60,,,,,,,,,,339.0,325.0,15500000.0,False
Joe Rock,TBR,SP,2025,AAA,24.7,45,nan,,,,,45/45,50/55,50/60,,45/50,,,,,,,,,,471.0,538.0,12000000.0,False
Lucas Braun,ATL,SP,2025,AA,23.6,45,nan,,,,,40/45,60/60,45/55,,40/50,,,,,,,,,,384.0,483.0,12340000.0,False
Miguel Ullola,HOU,SIRP,2025,AAA,22.8,40+,nan,,,,,60/70,50/55,30/35,50/55,30/40,,,,,,,,,,297.0,455.0,4837500.0,False
Jaxon Wiggins,CHC,SIRP,2025,AA,23.5,40+,nan,,,,,70/70,55/60,30/40,,50/55,,,,,,,,,,298.5,477.0,4672500.0,False
Ryan Johnson,LAA,MIRP,2025,A+,22.7,40+,nan,,,,,50/50,55/55,45/60,,,,,,,,,,,,341.0,326.0,5805000.0,False
Henry Lalane,NYY,SP,2025,CPX,20.9,40+,nan,,,,,40/45,,30/50,40/50,50/60,,,,,,,,,,366.5,344.0,5670000.0,False
Juan Valera,BOS,SP,2025,A+,18.9,45,nan,,,,,60/65,50/60,20/50,,30/45,,,,,,,,,,480.5,420.0,13599999.999999998,False
Marco Raya,MIN,MIRP,2025,AAA,22.7,45,nan,,,,,50/50,55/60,35/40,55/60,50/55,,,,,,,,,,219.0,427.0,13460000.0,False
Cooper Hjerpe,STL,SP,2025,AA,24.0,45,nan,,,,,55/55,55/60,45/50,,50/50,,,,,,,,,,313.5,306.0,15880000.0,False
Jackson Baumeister,TBR,SP,2025,AA,22.7,45,nan,,,,,50/55,45/50,40/45,55/60,45/55,,,,,,,,,,195.3333333333333,231.0,17380000.0,False
Matt Wilkinson,CLE,SP,2025,A+,22.3,45,nan,,,,,60/60,50/50,45/55,,45/50,,,,,,,,,,262.0,266.0,16680000.0,False
Luis De León,BAL,SP,2025,A+,22.0,45,nan,,,,,45/60,60/70,30/40,,30/40,,,,,,,,,,451.0,531.0,12000000.0,False
Adam Macko,TOR,MIRP,2025,AAA,24.3,40+,nan,,,,,50/50,50/50,40/45,50/50,50/55,,,,,,,,,,444.0,524.0,4500000.0,False
Alex Clemmey,WSN,SIRP,2025,A+,19.7,40+,nan,,,,,55/70,,30/40,45/55,30/45,,,,,,,,,,268.0,272.0,6210000.000000001,False
Reggie Crawford,SFG,SIRP,2025,AAA,24.3,40+,nan,,,,,70/70,70/70,30/30,,40/50,,,,,,,,,,491.0,556.0,4500000.0,False
Isaiah Lowe,SDP,SP,2025,A+,21.9,40,nan,,,,,40/45,50/55,35/55,,45/50,,,,,,,,,,436.0,517.0,4500000.0,False
Jedixson Paez,BOS,SP,2025,A+,21.2,45,nan,,,,,30/35,45/50,55/70,,55/60,,,,,,,,,,270.3333333333333,319.0,15619999.999999998,False
Sawyer Gipson-Long,DET,SP,2025,AAA,27.3,45,nan,,,,,40/40,60/60,45/50,,70/70,,,,,,,,,,197.0,458.0,12839999.999999998,False
Garrett Baumann,ATL,SP,2025,A+,20.6,40+,nan,,,,,40/45,40/45,35/60,,45/60,,,,,,,,,,388.0,484.0,4619999.999999999,False
Boston Bateman,SDP,SP,2025,A,19.5,40,nan,,,,,45/50,50/60,25/55,,30/50,,,,,,,,,,382.0,359.0,5557500.0,False
Mick Abel,PHI,SIRP,2025,AAA,23.6,40,nan,,,,,55/60,50/55,30/40,50/50,30/40,,,,,,,,,,247.0,443.0,4927500.0,False
Craig Yoho,MIL,SIRP,2025,AAA,25.4,40+,nan,,,,,50/50,,40/40,50/50,70/70,,,,,,,,,,362.0,553.0,4500000.0,False
Aldrin Batista,CHW,SP,2025,A+,21.9,40+,nan,,,,,50/50,50/50,40/55,,45/55,,,,,,,,,,467.0,536.0,4500000.0,False
Nick Frasso,LAD,SP,2025,AAA,26.5,40+,nan,,,,,50/50,45/55,40/50,,45/60,,,,,,,,,,383.0,482.0,4635000.0,False
Blake Burkhalter,ATL,SIRP,2025,AAA,24.5,40+,nan,,,,,55/60,,30/40,30/40,40/50,,,,,,,,,,420.0,505.0,4500000.0,False
Cameron Weston,BAL,SP,2025,AAA,24.6,40+,nan,,,,,50/50,50/50,50/50,,45/50,,,,,,,,,,514.0,569.0,4500000.0,False
Karson Milbrandt,MIA,MIRP,2025,A+,20.9,40+,nan,,,,,55/60,55/60,30/40,45/50,30/30,,,,,,,,,,566.0,622.0,4500000.0,False
Steven Zobac,KCR,SP,2025,AA,24.5,40,nan,,,,,55/60,50/55,50/55,,30/40,,,,,,,,,,420.0,390.0,5325000.0,False
Dylan Jordan,LAA,SP,2025,CPX,19.5,40,nan,,,,,45/55,50/60,20/50,,30/40,,,,,,,,,,503.0,437.0,4972500.0,False
Santiago Suarez,TBR,SP,2025,A+,20.2,45,nan,,,,,55/60,45/50,35/60,,,,,,,,,,,,145.8,154.0,18920000.0,False
Landen Maroudis,TOR,SP,2025,A,20.3,40+,nan,,,,,50/55,45/55,30/50,45/50,40/55,,,,,,,,,,397.0,375.0,5437500.0,False
Brett Wichrowski,MIL,SP,2025,AA,22.6,40+,nan,,,,,55/60,55/60,30/45,45/50,40/45,,,,,,,,,,406.0,497.0,4522500.0,False
Connor Phillips,CIN,MIRP,2025,AAA,23.9,40+,nan,,,,,60/60,60/70,30/35,60/60,,,,,,,,,,,417.0,502.0,4500000.0,False
Raudy Reyes,ATL,SIRP,2025,DSL,16.6,40+,nan,,,,,60/70,60/60,20/40,,,,,,,,,,,,190.0,681.0,4500000.0,False
Blake Wolters,KCR,SP,2025,A,20.4,40,nan,,,,,50/55,45/50,30/40,,40/50,,,,,,,,,,230.0,435.0,4987500.0,False
Johnny King,TOR,SP,2025,A,18.7,40+,nan,,,,,40/55,45/55,20/50,,30/50,,,,,,,,,,434.5,398.0,5265000.0,False
Bryce Meccage,MIL,SP,2025,A,19.0,40+,nan,,,,,50/55,50/60,20/50,50/60,30/45,,,,,,,,,,498.0,432.0,5009999.999999999,False
Jeter Martinez,SEA,SP,2025,A,19.1,40+,nan,,,,,50/60,50/60,20/40,,40/55,,,,,,,,,,419.0,504.0,4500000.0,False
Emiliano Teodo,TEX,SIRP,2025,AAA,24.1,40+,nan,,,,,55/60,60/65,30/40,,,,,,,,,,,,136.8,133.0,7252500.0,False
Carlson Reed,PIT,MIRP,2025,A+,22.3,40+,nan,,,,,45/50,60/70,30/40,,55/60,,,,,,,,,,479.0,545.0,4500000.0,False
Jake Miller,DET,MIRP,2025,AA,23.8,40,nan,,,,,45/50,45/45,40/50,,55/60,,,,,,,,,,390.0,486.0,4605000.0,False
Colton Gordon,HOU,SP,2025,MLB,26.3,40,nan,,,,,30/30,50/55,50/55,50/50,40/40,,,,,,,,,,589.0,644.0,4500000.0,False
Hiro Wyatt,KCR,SP,2025,A,20.6,40,nan,,,,,45/50,45/55,35/55,,30/45,,,,,,,,,,500.0,562.0,4500000.0,False
Seth Johnson,PHI,SIRP,2025,MLB,26.5,40,nan,,,,,50/50,,30/30,50/50,40/40,,,,,,,,,,546.0,603.0,4500000.0,False
Luis Perales,BOS,SIRP,2025,AA,22.0,45,nan,,,,,65/65,,30/40,,,,,,,,,,,,176.33333333333334,191.0,18180000.0,False
Ian Seymour,TBR,MIRP,2025,MLB,26.3,45,nan,,,,,55/55,50/55,50/50,45/45,60/60,,,,,,,,,,392.5,371.0,14580000.0,False
Nestor German,BAL,SP,2025,AA,23.1,40+,nan,,,,,50/50,50/50,40/50,50/55,,,,,,,,,,,522.0,451.0,4867500.0,False
Khal Stephen,TOR,SP,2025,AA,22.3,40,nan,,,,,45/45,50/55,30/50,50/50,45/55,,,,,,,,,,413.5,388.0,5340000.0,False
Ethan Schiefelbein,DET,SP,2025,CPX,19.0,40,nan,,,,,35/45,25/55,25/60,50/55,40/50,,,,,,,,,,462.0,409.0,5182500.0,False
Jackson Nezuh,HOU,SP,2025,AA,23.1,40,nan,,,,,45/50,30/40,35/50,30/40,,,,,,,,,,,339.0,461.0,4792500.0,False
Yu-Min Lin,ARI,SP,2025,AAA,21.7,40,nan,,,,,30/40,,40/45,50/55,40/50,,,,,,,,,,423.0,508.0,4500000.0,False
David Shields,KCR,SP,2025,A,18.6,40,nan,,,,,30/40,50/60,25/60,,30/50,,,,,,,,,,369.0,346.0,5655000.0,False
Jairo Iriarte,CHW,SP,2025,AAA,23.3,40,nan,,,,,40/40,50/50,45/50,,50/55,,,,,,,,,,221.3333333333333,214.0,6645000.0,False
Eiberson Castellano,PHI,SIRP,2025,AA,23.9,40,nan,,,,,50/55,,30/40,60/60,40/50,,,,,,,,,,318.0,308.0,5940000.0,False
Hunter Dobbins,BOS,SP,2025,MLB,25.6,40+,nan,,,,,40/40,50/50,45/50,60/60,,,,,,,,,,,429.0,512.0,4500000.0,False
Ty Johnson,TBR,SP,2025,AA,23.5,40+,nan,,,,,55/60,55/60,30/45,,30/40,,,,,,,,,,206.25,236.0,6480000.0,False
Andrew Walters,CLE,SIRP,2025,MLB,24.3,40+,nan,,,,,70/70,55/60,20/30,,,,,,,,,,,,459.0,534.0,4500000.0,False
Chase Allsup,BAL,SP,2025,A,21.9,40+,nan,,,,,55/60,50/50,30/45,,,,,,,,,,,,499.0,561.0,4500000.0,False
Ty Madden,DET,SP,2025,MLB,25.1,40,nan,,,,,45/45,55/55,45/45,50/50,50/50,,,,,,,,,,317.0,456.0,4829999.999999999,False
Michael Morales,SEA,SP,2025,AA,22.6,40,nan,,,,,35/35,50/50,50/60,55/55,45/55,,,,,,,,,,400.0,492.0,4560000.0,False
Anderson Brito,HOU,SIRP,2025,A+,20.7,40,nan,,,,,60/60,40/60,35/50,45/55,30/45,,,,,,,,,,184.5,407.0,5197500.0,False
Carter Holton,ATL,SP,2025,A,22.6,40,nan,,,,,45/45,55/60,30/40,45/45,45/50,,,,,,,,,,504.0,564.0,4500000.0,False
Adrian  Bohorquez,MIN,SP,2025,A,20.1,40+,nan,,,,,55/60,,30/40,60/70,30/40,,,,,,,,,,529.0,584.0,4500000.0,False
Kyle Hurt,LAD,MIRP,2025,MLB,26.8,40+,nan,,,,,60/60,40/50,40/40,45/45,70/70,,,,,,,,,,572.0,627.0,4500000.0,False
Izack Tiger,TEX,SIRP,2025,A+,24.1,40+,nan,,,,,65/65,55/60,30/45,,,,,,,,,,,,374.0,478.0,4664999.999999999,False
Michael Knorr,HOU,SIRP,2025,AAA,24.9,40,nan,,,,,50/55,40/45,45/50,45/50,50/55,,,,,,,,,,595.0,651.0,4500000.0,False
Jacob Bresnahan,SFG,SP,2025,A,19.8,40,nan,,,,,45/60,40/40,30/40,,40/55,,,,,,,,,,474.0,541.0,4500000.0,False
Ty Floyd,CIN,SP,2025,A,23.6,40,nan,,,,,45/50,40/45,30/50,40/40,45/55,,,,,,,,,,399.0,579.0,4500000.0,False
Joey Oakie,CLE,SP,2025,CPX,18.9,40,nan,,,,,40/55,40/55,20/40,,20/40,,,,,,,,,,357.0,337.0,5722500.0,False
David Sandlin,BOS,SIRP,2025,AA,24.1,40+,nan,,,,,60/65,40/45,40/45,,,,,,,,,,,,248.3333333333333,234.0,6495000.0,False
Mason Black,SFG,SIRP,2025,AAA,25.3,40,nan,,,,,40/45,55/60,50/50,,,,,,,,,,,,285.0,454.0,4845000.0,False
Drew Beam,KCR,SP,2025,A+,22.1,40,nan,,,,,55/55,,30/50,45/50,40/45,,,,,,,,,,392.0,370.0,5475000.0,False
Luke Holman,CIN,SP,2025,A,22.2,40,nan,,,,,40/40,60/60,35/55,60/60,,,,,,,,,,,434.0,397.0,5272500.0,False
Chase Mobley,CLE,SP,2025,CPX,18.8,40,nan,,,,,50/60,55/60,20/40,,30/45,,,,,,,,,,396.5,373.0,5452500.0,False
Robby Snelling,MIA,SP,2025,AAA,21.3,40,nan,,,,,45/45,45/45,50/55,50/50,50/50,,,,,,,,,,162.0,200.0,6750000.0,False
Levi Sterling,PIT,SP,2025,CPX,18.6,40,nan,,,,,35/50,40/50,25/55,40/50,40/55,,,,,,,,,,286.0,284.0,6120000.0,False
Jagger Haynes,SDP,MIRP,2025,AA,22.5,40,nan,,,,,40/50,50/55,40/40,,45/50,,,,,,,,,,582.0,638.0,4500000.0,False
Joseph Montalvo,DET,SP,2025,AA,22.9,40,nan,,,,,45/45,50/55,35/55,,35/50,,,,,,,,,,591.0,645.0,4500000.0,False
Mason Adams,CHW,SP,2025,AA,25.1,40,nan,,,,,40/40,50/50,50/60,50/50,40/40,,,,,,,,,,360.0,471.0,4717500.0,False
Trevor Harrison,TBR,SP,2025,A,19.6,40+,nan,,,,,50/55,40/50,20/50,,45/60,,,,,,,,,,205.66666666666663,243.0,6427500.0,False
Ky Bush,CHW,SP,2025,MLB,25.4,40,nan,,,,,40/40,55/55,40/45,50/55,45/50,,,,,,,,,,382.0,481.0,4642500.0,False
Brock Selvidge,NYY,SP,2025,AA,22.6,40,nan,,,,,40/40,55/60,40/50,,40/50,,,,,,,,,,549.0,605.0,4500000.0,False
Josh Hartle,CLE,SP,2025,A+,22.0,40,nan,,,,,30/30,45/45,35/60,50/50,50/55,,,,,,,,,,488.0,552.0,4500000.0,False
Adam Mazur,MIA,SP,2025,AAA,23.9,40,nan,,,,,45/45,50/50,45/50,45/45,50/50,,,,,,,,,,279.5,278.0,6165000.0,False
Jose Corniell,TEX,SP,2025,AA,21.8,40,nan,,,,,45/50,50/55,35/55,,40/45,,,,,,,,,,407.0,498.0,4515000.0,False
Anthony Solometo,PIT,SP,2025,A,22.3,40,nan,,,,,30/40,40/50,50/60,,40/50,,,,,,,,,,567.0,623.0,4500000.0,False
Mavis Graves,PHI,SP,2025,A+,21.4,35+,nan,,,,,30/40,50/60,35/60,,30/45,,,,,,,,,,534.0,589.0,1500000.0,False
Dylan Lesko,TBR,SP,2025,CPX,21.6,40+,nan,,,,,55/60,40/50,20/30,40/40,70/70,,,,,,,,,,267.5,270.0,6225000.0,False
